320,Manufacture of refractory products and structural clay products.,,,,,,,,,,,,
320.1,"Manufacture of refractory bricks, blocks, tiles and similar refractory ceramic constructional goods.",,,,,,,,,,,,
320.2,"Manufacture of other refractory products n.e.c. refractory cements, mortars, concretes, and similar compositions n.e.c.",,,,,,,,,,,,
320.3,"Manufacture of furnace lining bricks (acidic, basic and neutral)",,,,,,,,,,,,
320.4,Manufacture of building bricks.,,,,,,,,,,,,
320.5,"Manufacture of wall tiles, ceramic mosaic cubes and the like, by hand.",,,,,,,,,,,,
320.6,"Manufacture of wall tiles, ceramic mosaic cubes and the like, other than by hand.",,,,,,,,,,,,
320.7,"Manufacture of non-refractory ceramic pipes, conduits, guttering and pipe fittings.",,,,,,,,,,,,
320.8,"Manufacture of non-refractory flooring blocks, support or filler tiles and roofing tiles.",,,,,,,,,,,,
320.9,Manufacture of other structural clay products.,,,,,,,,,,,,
321,Manufacture of glass and glass products.,,,,,,,,,,,,
321.1,Manufacture of glass in primary or semi-manufactured forms (such as sheets and plate glass) including mirror sheets.,,,,,,,,,,,,
321.2,Manufacture of glass fibre (including glasswool) and products therefrom.,,,,,,,,,,,,
321.3,"Manufacture of hollow glassware (bottles, jars, etc.) for the conveyance or packing of goods.",,,,,,,,,,,,
321.4,Manufacture of laboratory or pharmaceutical glassware.,,,,,,,,,,,,
321.5,Manufacture of table or kitchen glassware.,,,,,,,,,,,,
321.6,Manufacture of glass bangles.,,,,,,,,,,,,
321.7,Manufacture of glass decoration pieces.,,,,,,,,,,,,
321.9,Manufacture of other glassware/glass products (including glass beads) n.e.c.,,,,,,,,,,,,
322,Manufacture of earthen and plaster products.,,,,,,,,,,,,
322.1,Manufacture of earthenware and earthen pottery (except statues).,,,,,,,,,,,,
322.2,Manufacture of earthen and plaster statues.,,,,,,,,,,,,
322.9,Manufacture of other earthen and plaster products n.e.c.,,,,,,,,,,,,
323,Manufacture of non-structural ceramic ware,,,,,,,,,,,,
323.1,Manufacture of ceramic tableware or kitchenware,,,,,,,,,,,,
323.2,"Manufacture of ceramic sinks, baths, watercloset pans, flushing cisterns and similar sanitary fixtures.",,,,,,,,,,,,
323.3,"Manufacture of ceramic insulators and insulating fittings for electrical machines, appliances and equipment.",,,,,,,,,,,,
323.4,Manufacture of ceramic ware for laboratory chemicals or other technical uses.,,,,,,,,,,,,
323.9,Manufacture of other non-structural ceramic ware n.e.c.,,,,,,,,,,,,
324,"Manufacture of cement, lime and plaster",,,,,,,,,,,,
324.1,Manufacture of cement in the form of clinkers,,,,,,,,,,,,
324.2,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers.",,,,,,,,,,,,
324.3,"Manufacture of quicklime, slaked lime and hydraulic lime.",,,,,,,,,,,,
324.4,Manufacture of plasters (Note: manufacture of plaster products is included in group 322).,,,,,,,,,,,,
325,Manufacture of mica products,,,,,,,,,,,,
326,"Stone dressing and crushing, Manufacture of structural stone goods and stone ware.",,,,,,,,,,,,
326.1,Stone dressing and crushing.,,,,,,,,,,,,
326.2,Manufacture of stone artware (statues and other decorative articles).,,,,,,,,,,,,
326.3,Manufacture of writing slates of slate stone,,,,,,,,,,,,
326.9,Manufacture of other stoneware n.e.c.,,,,,,,,,,,,
327,Manufacture of asbestos cement and other cement products.,,,,,,,,,,,,
327.1,Manufacture of asbestos cement,,,,,,,,,,,,
327.2,Manufacture of asbestos sheet.,,,,,,,,,,,,
327.9,Manufacture of other cement products n.e.c.,,,,,,,,,,,,
329,Manufacture of miscellaneous non-metallic mineral products not elsewhere classified.,,,,,,,,,,,,
329.1,Manufacture of R.C. bricks and blocks.,,,,,,,,,,,,
329.2,Manufacture of concrete tiles.,,,,,,,,,,,,
329.3,Manufacture of hume pipes and other pre-fabricated structural components of cement and/or concrete for building or civil engineering.,,,,,,,,,,,,
329.4,Manufacture of gypsum boards.,,,,,,,,,,,,
329.5,"Manufacture of insulation boards of vegetable fibre, straw or wood waste, agglomerated with mineral binders.",,,,,,,,,,,,
329.6,Manufacture of grinding wheels and abrasives.,,,,,,,,,,,,
329.7,Manufacture of graphite products n.e.c.,,,,,,,,,,,,
329.9,Manufacture of other non-metallic mineral products.,,,,,,,,,,,,
330,Manufacture of iron and steel in primary/semi-finished forms.,,,,,,,,,,,,
330.1,Manufacture of iron and steel in primary/semi-finished forms in the integrated steel plants,,,,,,,,,,,,
330.2,Manufacture of iron and steel in primary/semi-finished forms in mini steel plants (includes re-rolling of iron and steel scraps).,,,,,,,,,,,,
330.3,Manufacture of direct reduced iron and other spongy ferrous products in primary forms, other than in the integrated steel plants.,,,,,,,,,,,
330.4,Manufacture of pig iron other than in the integrated steel plants,,,,,,,,,,,,
330.9,Manufacture of iron and steel in primary forms n.e.c.,,,,,,,,,,,,
340,Manufacture of fabricated structural metal products.,,,,,,,,,,,,
340.1,Manufacture of rolling shutters of iron or steel.,,,,,,,,,,,,
340.2,Manufacture of fabricated structural products of iron and steel(except rolling shutters).,,,,,,,,,,,,
340.3,Manufacture of fabricated structural products of metals other than of iron or steel.,,,,,,,,,,,,
341,Manufacture of fabricated metal products not elsewhere classified.,,,,,,,,,,,,
341.1,Manufacture of railway and ship containers used in container-traffic.,,,,,,,,,,,,
341.2,Manufacture of gas cylinders (industrial or household),,,,,,,,,,,,
341.3,"Manufacture of tanks, reservoirs and containers of metal n.e.c.",,,,,,,,,,,,
341.4,"Manufacture of reinforced safes, vaults, strongroom doors and gates and the like (Manufacture of almirahs and filing cabinets etc. is classified in group 342).",,,,,,,,,,,,
341.5,Manufacture of steel trunks.,,,,,,,,,,,,
341.6,Manufacture of sanitary and plumbing fixtures and fittings of metals.,,,,,,,,,,,,
341.9,Manufacture of other fabricated metal products n.e.c.,,,,,,,,,,,,
342,Manufacture of furniture and fixtures primarily of metal,,,,,,,,,,,,
343,"Manufacture of hand tools, weights and measures and general hardware.",,,,,,,,,,,,
343.1,Manufacture of agricultural hand tools and implements,,,,,,,,,,,,
343.2,Manufacture of hand tools other than agricultural.,,,,,,,,,,,,
343.3,Manufacture of bolts and nuts,,,,,,,,,,,,
343.4,Manufacture of locks.,,,,,,,,,,,,
343.5,Manufacture of metal chains.,,,,,,,,,,,,
343.6,Manufacture of springs.,,,,,,,,,,,,
343.7,Manufacture of weights and measures.,,,,,,,,,,,,
343.9,Manufacture of general hardware n.e.c.,,,,,,,,,,,,
344,"Forging, pressing, stamping and roll-forming of metal; power metallurgy. (This group includes production of a wide variety of finished or semi-finished metal products, by means of the above activities which, individually, would be characteristically produced in other activity categories)",,,,,,,,,,,,
345,"Treatment or coating of metals; general mechanical engineering on a sub-contract basis. (This group includes plating, polishing, anodizing, engraving, printing, hardening, buffing, deburring, sand blasting, welding or other specialised operations on metals on a fee or contract basis.   The units classified here, generally, do not take ownership of the goods nor do they sell them to third parties).",,,,,,,,,,,,
346,"Manufacture of metal cutlery, utensils and kitchenware",,,,,,,,,,,,
346.1,Manufacture of cutlery,,,,,,,,,,,,
346.2,Manufacture of utensils,,,,,,,,,,,,
346.3,Manufacture of pressure cookers,,,,,,,,,,,,
346.4,Manufacture of oil stoves (pressure and non-pressure),,,,,,,,,,,,
346.5,Manufacture of hurricane lanterns and oil pressure lamps,,,,,,,,,,,,
346.6,"Manufacture of gas stoves, cooking ranges, and other similar appliances",,,,,,,,,,,,
346.9,Manufacture of kitchenware n.e.c.,,,,,,,,,,,,
349,Manufacture of metal products (except machinery and equipment) not elsewhere classified,,,,,,,,,,,,
349.1,Manufacture of of type foundings,,,,,,,,,,,,
349.2,Manufacture of of razor blades,,,,,,,,,,,,
349.3,Manufacture of brass and copper artware,,,,,,,,,,,,
349.4,Manufacture of aluminium artware,,,,,,,,,,,,
349.5,Manufacture of bidris ware,,,,,,,,,,,,
349.6,Manufacture of trophies,,,,,,,,,,,,
349.7,Manufacture of metal buttons and studs,,,,,,,,,,,,
349.9,Manufacture of other metal products n.e.c.,,,,,,,,,,,,
350,Manufacture of agricultural machinery and equipment and parts thereof,,,,,,,,,,,,
350.1,"Manufacture of tractors, harvestors and other heavy machinery for use in agriculture",,,,,,,,,,,,
350.2,"Manufacture of light agricultural machinery and equipment, other than forage presses",,,,,,,,,,,,
350.3,Manufacture of forage presses,,,,,,,,,,,,
350.4,Manufacture of parts and accessories n.e.c. for agricultural machinery and equipment,,,,,,,,,,,,
350.9,Manufacture of other agricultural machinery and equipment n.e.c.,,,,,,,,,,,,
351,Manufacture of machinery and equipment used by construction and mining industries,,,,,,,,,,,,
351.1,Manufacture of lifting and handling machinery specially designed for use underground,,,,,,,,,,,,
351.2,Manufacture of boring and sinking machinery,,,,,,,,,,,,
351.3,"Manufacture of machinery for treating minerals by screening, sorting, separating or similar processes (including concrete or mortar mixers, moulders, extruders, etc.)",,,,,,,,,,,,
351.4,"Manufacture of machinery for producing tiles, shaped ceramic pastes and pipes etc.",,,,,,,,,,,,
351.5,"Manufacture of bulldozers, angle, and other earth moving machinery, manufacture of pile drivers, pile excavators and compacting machinery",,,,,,,,,,,,
351.6,Manufacture of track-laying tractors,,,,,,,,,,,,
351.7,Manufacture of construction machinery n.e.c.,,,,,,,,,,,,
351.8,Manufacture of parts and accessories n.e.c. for machinery/equipment used by construction and mining industries.,,,,,,,,,,,,
351.9,Manufacture of of mining/quarrying machinery n.e.c.,,,,,,,,,,,,
352,"Manufacture of prime movers, boilers, steam generating plants and nuclear reactors",,,,,,,,,,,,
352.1,Manufacture of boilers and steam generating plants,,,,,,,,,,,,
352.2,Manufacture of steam engines and turbines,,,,,,,,,,,,
352.3,"Manufacture of internal combustion engines, other than for motor-vehicles, motor cycles and aircrafts",,,,,,,,,,,,
352.4,Manufacture of nuclear reactors,,,,,,,,,,,,
352.8,"Manufacture of parts and accessories n.e.c. for prime movers, boilers, steam generating plants and nuclear reactors",,,,,,,,,,,,
352.9,Manufacture of other prime movers n.e.c.,,,,,,,,,,,,
353,Manufacture of industrial machinery for food and textile industries (including bottling and filling machinery),,,,,,,,,,,,
353.1,"Manufacture of machinery for processing of milk, meat, fish and poultry",,,,,,,,,,,,
353.2,"Manufacture of machinery for processing of tea, coffee and tobacco",,,,,,,,,,,,
353.3,"Manufacture of rice, dal, flour and oil mill machinery",,,,,,,,,,,,
353.4,Manufacture of machinery for manufacture of sugar and for manufacture of bakery and confectionery products,,,,,,,,,,,,
353.5,"Manufacture of machinery for manufacture of fruit/vegetable juices, malt liquors and alcoholic beverages, including machinery for processing vegetable",,,,,,,,,,,,
353.6,Manufacture of bottling and filling machinery,,,,,,,,,,,,
353.7,"Manufacture of machinery for textile industries (except sewing, knitting, washing and laundrying machines)",,,,,,,,,,,,
353.8,Manufacture of parts and accessories n.e.c. for industrial machinery for food and textile industries,,,,,,,,,,,,
353.9,Manufacture of other industrial machinery for food and textile industries n.e.c.,,,,,,,,,,,,
354,Manufacture of industrial machinery for other than food and textile industries,,,,,,,,,,,,
354.1,Manufacture of pharmaceutical machinery,,,,,,,,,,,,
354.2,Manufacture of chemical machinery,,,,,,,,,,,,
354.3,Manufacture of paper machinery,,,,,,,,,,,,
354.4,Manufacture of printing, machinery,,,,,,,,,,,
354.5,Manufacture of metallurgical machinery,,,,,,,,,,,,
354.6,Manufacture of cement machinery,,,,,,,,,,,,
354.8,Manufacture of parts and accessories n.e.c. for industrial machinery other than for food and textile industries,,,,,,,,,,,,
354.9,Manufacture of other industrial machinery for other than food and textile industries n.e.c.,,,,,,,,,,,,
355,"Manufacture of refrigerators,  airconditioners and fire fighting equipment and their parts and accessories.",,,,,,,,,,,,
355.1,Manufacture of refrigerators and airconditionings plant for industrial and commercial uses.,,,,,,,,,,,,
355.2,Manufacture of domestic airconditioners,,,,,,,,,,,,
355.3,Manufacture of domestic refrigerators(Manufacture of fire-fighting vehicles is classified in group 373),,,,,,,,,,,,
355.4,Manufacture of fire fighting equipment,,,,,,,,,,,,
355.8,"Manufacture of parts and accessories n.e.c. for refrigerating, air-conditioning and fire fighting machinery/equipment",,,,,,,,,,,,
355.9,"Manufacture of other refrigerating, air-conditioning and fire fighting euipment n.e.c.",,,,,,,,,,,,
356,"Manufacture of general purpose non-electrical machinery/equipment, their components and accessories, n.e.c.",,,,,,,,,,,,
356.1,Manufacture of lifting and handling equipment (except those especially designed for underground use),,,,,,,,,,,,
356.2,"Manufacture of pumps, compressors, taps and valves",,,,,,,,,,,,
356.3,"Manufacture of bearings, gears, gearing and driving elements",,,,,,,,,,,,
356.4,"Manufacture of non-electrical ovens, furnaces and furnace burners",,,,,,,,,,,,
356.5,Manufacture of centrifuges )other than cream separators and clothes driers),,,,,,,,,,,,
356.6,Manufacture of parts and accessories n.e.c. for general purpose non-electrical machinery/equipment n.e.c.,,,,,,,,,,,,
356.9,Manufacture of other general purpose non-electrical machinery/equipment n.e.c.,,,,,,,,,,,,
357,"Manufacture of machine tools, their parts and accessories",,,,,,,,,,,,
357.1,Manufacture of automatic capstans and turrets and lathes,,,,,,,,,,,,
357.2,"Manufacture of boring, broaching, drilling and threading machines",,,,,,,,,,,,
357.3,"Manufacture of milling, planing, shaping, gear cutting and slotting machines",,,,,,,,,,,,
357.4,"Manufacture of grinding, lapping, honing and polishing machines",,,,,,,,,,,,
357.5,"Manufacture of sawing, contour sawing, filling and cut-off machines",,,,,,,,,,,,
358,"Manufacture of office, computing and accounting machinery and parts, (Note: Manufacture of computers and computer based systems including word processors is classified in group 367)",,,,,,,,,,,,
358.1,"Manufacture of manual or electric/electronic typewriters, (this class also includes manufacture of automatic typewriters, that is, typewriters through which a previously perforated band is run causing it to type a stock message; machines with a limited memory able to correct and retype texts automatically; machines incorporating a device for transmitting type figures to a separate machine)",,,,,,,,,,,,
358.2,"Manufacture of hectograph or stencil duplicating machines, addressing machines and sheet fed type offset printing machines",,,,,,,,,,,,
358.3,Manufacture of hand-held or desk-top electronic calculating machines,,,,,,,,,,,,
358.4,Manufacture of calculators other than hand-held or desk-top electronic calculating machines,,,,,,,,,,,,
358.5,"Manufacture of accounting machines, cash register, postage franking machines, ticket-issuing machines and similar machines incorporating a calculating device.",,,,,,,,,,,,
358.6,"Manufacture of electrostat, photostat, xeroxing and other office copying machines",,,,,,,,,,,,
358.8,"Manufacture of parts and accessories n.e.c. for office, computing and accounting machinery (Manufacture of electronic parts found in the machines included in this group is classified in appropriate class of group 368)",,,,,,,,,,,,
359,"Manufacture of special purpose machinery/equipment, their components and accessories n.e.c.",,,,,,,,,,,,
359.1,Manufacture of sewing and knitting machines,,,,,,,,,,,,
359.2,Manufacture of weighing machinery,,,,,,,,,,,,
359.3,Manufacture of washing and laundrying machines (including centrifugal clothes-driers),,,,,,,,,,,,
359.4,Manufacture of arms and armaments,,,,,,,,,,,,
359.5,Manufacture of filtering and purifying machinery for liquids and gases,,,,,,,,,,,,
359.6,Manufacture of distilling and rectifying plants including heat exchangers),,,,,,,,,,,,
359.8,Manufacture of parts and accessories n.e.c. for special purpose non-electrical machinery/equipment n.e.c.,,,,,,,,,,,,
359.9,Manufacture of other special purpose non-electrical machinery/equipment n.e.c.,,,,,,,,,,,,
360,"Manufacture of electrical industrial machinery, apparatus and parts thereof",,,,,,,,,,,,
360.1,Manufacture of generators/generating sets,,,,,,,,,,,,
360.2,Manufacture of transformers,,,,,,,,,,,,
360.3,Manufacture of electricity distribution and control equipment (including voltage stabilizers),,,,,,,,,,,,
360.4,Manufacture of electric motors,,,,,,,,,,,,
360.5,Manufacture of power capacitors,,,,,,,,,,,,
360.6,Manufacture of industrial electric furnaces and ovens,,,,,,,,,,,,
360.7,Manufacture of electrical starting and ignition equipment for internal combustion engines and electrical lighting/signalling equipment for motor vehicles,,,,,,,,,,,,
360.8,Manufacture of parts and accessories n.e.c. for electrical industrial machinery and apparatus,,,,,,,,,,,,
360.9,Manufacture of other electrical industrial machinery and apparatus n.e.c.,,,,,,,,,,,,
361,"Manufacture of insulated wires and cables, including manufacture of optical fibre cables",,,,,,,,,,,,
362,"Manufacture of accumulators, primary cells and primary batteries",,,,,,,,,,,,
362.1,Manufacture of storage batteries,,,,,,,,,,,,
362.2,Manufacture of dry cells,,,,,,,,,,,,
362.3,Manufacture of button cells used for watches and calculators etc.,,,,,,,,,,,,
362.4,Re-charging/re-conditioning of batteries,,,,,,,,,,,,
362.8,Manufacture of parts and accessories n.e.c. for dry and wet batteries,,,,,,,,,,,,
362.9,"Manufacture of other accumulators, primary cells and primary batteries n.e.c.",,,,,,,,,,,,
363,Manufacture of electric lamps,,,,,,,,,,,,
363.1,"Manufacture of electric filament lamps, including manufacture of sealed beam lamp units",,,,,,,,,,,,
363.2,Manufacture of ultra-violet or infra-red lamps,,,,,,,,,,,,
363.3,"Manufacture of discharge lamps: flourescent, hot-cathode or other discharge lamps",,,,,,,,,,,,
363.4,Manufacture of arc lamps,,,,,,,,,,,,
363.5,Manufacture of flash bulbs used in photography,,,,,,,,,,,,
363.8,Manufacture of parts of electric lamps,,,,,,,,,,,,
363.9,Manufacture of other electric lamps n.e.c.,,,,,,,,,,,,
364,Manufacture of electric fans and electric/electro-thermic domestic appliances and parts thereof,,,,,,,,,,,,
364.1,Manufacture of electric fans,,,,,,,,,,,,
364.2,"Manufacture of vacuum cleaners and other electro-mechanical domestic appliances with self-contained electric motors, such as food processors and juice extractors etc.",,,,,,,,,,,,
364.3,"Manufacture of electro-thermic domestic appliances such as immersion water heaters, hot-plates, geysers etc.",,,,,,,,,,,,
364.8,"Manufacture of parts and accessories n.e.c. for electrical fans, and electric/electro-thermic appliances and parts therof n.e.c.",,,,,,,,,,,,
364.9,Manufacture of other electrical domestic appliances n.e.c.,,,,,,,,,,,,
365,"Manufacture of apparatus for radio broadcasting, television transmission, radar apparatus and radio-remote control apparatus and apparatus for radio/line telephony and line telegraphy",,,,,,,,,,,,
365.1,"Manufacture of apparatus for radio-broadcasting and television transmission.
(includes manufacture of relay transmitters and television transmitters for industrial use)",,,,,,,,,,,,
365.2,"Manufacture of transmission apparatus for radio telephony, radio-telegraphy, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; fixed transmitters and transmitter-receivers radio-telephony apparatus fortransport equipment, radio telephones, ""facsimile"" radio-telegraphic apparatus and so forth.",,,,,,,,,,,,
365.3,Manufacture of radar apparatus and radio remote control apparatus,,,,,,,,,,,,
365.4,Manufacture of television cameras of all kinds (manufacture of video cameras is classified in class 381.3),,,,,,,,,,,,
365.5,"Manufacture of apparatus for line telephony including such apparatus for carrier-current line systems (includes manufacture of telephone sets, automatic and non-automatic switch boards and exchanges; morse or morse-type keys, other telegraphic transmitters , morse or morse - type recorders, printer-type receivers, picture telegraphic transmitters and receivers, etc.)",,,,,,,,,,,,
365.8,"Manufacture of parts and accessories n.e.c. of apparatus for radio-broad casting, television transmission, radar and radio remote control and radio/line telephony/telegraphy",,,,,,,,,,,,
366,"Manufacture of television receivers; reception apparatus for radio broadcasting, radio telephony/telegraphy, video recording or reproducing apparatus, turn-tables, record-players, cassette-players and other sound reproducing apparatus, sound recording reproducing apparatus, microphones, loudspeakers, amplifiers and sound amplifiers and prerecorded audio/video records/tapes.",,,,,,,,,,,,
366.1,Manufacture of television receivers (includes manufacture of video monitors/projectors),,,,,,,,,,,,
366.2,Manufacture of reception apparatus for radio broadcasting,,,,,,,,,,,,
366.3,Manufacture of reception apparatus for radio-telephony or radio-telegraphy,,,,,,,,,,,,
366.4,"Manufacture of magnetic tape recorders and other sound recording apparatus (telephone answering machines, cassette type recorders and so forth).",,,,,,,,,,,,
366.5,Manufacture of video recording or reproducing apparatus (manufacture of video cameras is classified in group 381),,,,,,,,,,,,
366.6,"Manufacture of turn-tables (record decks), record players, cassette players and other sound reproducing apparatus",,,,,,,,,,,,
366.7,"Manufacture of audio and video records and tapes (includes reproduction of audio, video and computer tapes from master copies; the output of this activity is chiefly commercial gramophone records, commercial tapes [including cassette tapes and tapes on discs which reproduce sound] and video tapes; manufacture of unrecorded records and tapes is classified in group 309)",,,,,,,,,,,,
366.8,Parts and accessories n.e.c. of apparatus classified in this group,,,,,,,,,,,,
366.9,"Manufacture of microphones, loudspeakers, ear-phones,amplifiers, sound amplifier sets and other sound/video reproducing apparatus n.e.c.",,,,,,,,,,,,
367,Manufacture of computers and computer based systems,,,,,,,,,,,,
367.1,Manufacture of mainframe computers,,,,,,,,,,,,
367.2,"Manufacture of personal computers, mini computers/micro processors/word processors",,,,,,,,,,,,
367.3,"Manufacture of peripherals like magnetic disk/floppy/winchester disk drives, magnetic tape/cassette/cartridge drives",,,,,,,,,,,,
367.4,"Manufacture of serial/daisy wheel/line printers, plotters, paper-tape/punch-card readers",,,,,,,,,,,,
367.5,Manufacture of data entry equipment with or without visual display,,,,,,,,,,,,
367.6,Manufacture of magnetic disk/diskettes and similar data storage media,,,,,,,,,,,,
367.8,Manufacture of parts and accessories n.e.c. for computers and computer-based systems n.e.c.,,,,,,,,,,,,
368,Manufacture of electronic valves and tubes and other electronic components n.e.c.,,,,,,,,,,,,
368.1,"Manufacture of thermionic, cold cathode or photo-cathode valves and tubes",,,,,,,,,,,,
368.2,Manufacture of electrical capacitors (except heating resistors),,,,,,,,,,,,
368.3,Manufacture of electrical resistors (except heating resistors),,,,,,,,,,,,
368.4,Manufacture of printed circuits,,,,,,,,,,,,
368.5,"Manufacture of diodes, transistors and similar semi-conductor devices, photo-sensitive semi-conductor devices, photo-sensitive semi-conductor devices,light emitting diodes and mounted piezo-electric crystals",,,,,,,,,,,,
368.6,Manufacture of electronic integrated circuits and micro-assemblies,,,,,,,,,,,,
368.8,Manufacture of parts and accessories for electronic valves and tubes and other electronic components n.e.c.,,,,,,,,,,,,
368.9,Manufacture of other electronic components n.e.c.,,,,,,,,,,,,
369,Manufacture of radiographic X-ray apparatus X-ray tubes and parts and manufacture of electrical equipment n.e.c.,,,,,,,,,,,,
369.1,"Manufacture of radiographic X-ray apparatus, tubes and parts",,,,,,,,,,,,
369.2,Manufacture of electrical ignition or starting equipment of a kind used for sparkignition or compression-ignition internal-combustion engines,,,,,,,,,,,,
369.3,"Manufacture of electrical lighting or signalling equipment specialised for use on motor-cycles and motor vehicles (includes manufacture of sound signalling devices, windscreen wipers and electrical depositors and demistors)",,,,,,,,,,,,
369.4,"Manufacture of electrical signalling, safety or traffic control equipment for motorways, railways, inland-waterways, ports and harbours and airports",,,,,,,,,,,,
369.5,"Manufacture of electro-magnets (includes manufacture of electro-magnetic or permanent magnet chucks, clutches, brakes, couplings, clamps or lifting heads)",,,,,,,,,,,,
369.6,"Manufacture of wiring sets including wiring sets of a kind used in vehicles, aircraft, ships or other machinery",,,,,,,,,,,,
369.7,Manufacture of dynamos for motor-cycles,,,,,,,,,,,,
369.8,Manufacture of parts and accessories n.e.c. of equipment included in this group,,,,,,,,,,,,
369.9,"Manufacture of other electrical equipment n.e.c. (includes manufacture of bells, sirens, indicator panels,burglar or fire alarms, electrical insulators except of glass and ceramics, insulating fittings for electrical machines, except of ceramics or plastics, particle accelerators, signal generators, mine detectors, electrical mine detonators, and so forth)",,,,,,,,,,,,
370,Ship and boat building,,,,,,,,,,,,
370.1,Making of ships and other vessels drawn by power,,,,,,,,,,,,
370.2,Boat building,,,,,,,,,,,,
370.3,"Conversion, alteration and breaking up of ships",,,,,,,,,,,,
370.8,Manufacture of parts and accessories n.e.c. for ships and boats,,,,,,,,,,,,
371,Manufacture of locomotives and parts,,,,,,,,,,,,
371.1,Manufacture of diesel locomotives,,,,,,,,,,,,
371.2,Manufacture of electric locomotives,,,,,,,,,,,,
371.8,Manufacture of parts and accessories n.e.c. for locomotives,,,,,,,,,,,,
372,Manufacture of railway/tramway wagons and coaches and other railroad equipment n.e.c.,,,,,,,,,,,,
372.1,"Manufacture of self-propelled railway or tramway coaches, vans and trucks (includes manufacture of self-propelled railway or tramway maintenance or service vehicles)",,,,,,,,,,,,
372.2,Manufacture of railway or tramway passenger coaches,,,,,,,,,,,,
372.3,"Manufacture of railway or tramway rolling stock, not self-propelled, other than passenger coaches (This class includes manufacture of railway or tramway goods vans, tank wagons, self-discharging vans and wagons and not self-propelled workshop vans,crane vans and so forth)",,,,,,,,,,,,
372.4,"Manufacture of railway or tramway fixtures and fittings (This class includes manufacture of specialised parts of railway or tramway locomotives, or of rolling stock such as assembled track, turntables for rotating the locomotives, platform buffers and loading gauges and so forth)",,,,,,,,,,,,
372.5,"Manufacture of mechanical and electro-mechanical signalling, safety or traffic control equipment for railways, tramways etc. (This class includes the activities which result in apparatus in which the signal etc. is operated from a control point, generally at some distance, by movement of cranks, levers, wire and chains etc. Main products are signal box equipment; signal arms, signal discs, complete signal posts or signal gantries, trackside mechanisms for operating points, signals etc; railbrakes, derailers and stop blocks; tram stops and level crossing control gear for raising and lowering or opening and closing gates etc: Manufacture of electrical signalling apparatus is classified in group 369)",,,,,,,,,,,,
372.8,"Manufacture of parts of railway rolling stock. (This class includes manufacture of such parts as dissel-bogies, axles and wheels, brakes and parts thereof, hooks and other coupling devices and corridor connections or connecting platforms etc.)",,,,,,,,,,,,
373,Manufacture of heavy motor vehicles, coach work,,,,,,,,,,,
373.1,"Manufacture of public transport type passenger motor vehicles. (This class includes manufacture of motor buses, lorries ambulances and similar vehicles designed for the transport of ten persons or more",,,,,,,,,,,,
373.2,"Manufacture of motor vehicles for the transport of goods; manufacture of special purpose heavy motor vehicles. (This class includes manufacture of ordinary, public transport type motor vehicles for transport of goods; crane lorries, mobile drilling derricks, concrete mixer lorries, dumpers designed for off-way use and so forth.  Manufacture of fire-fighting vehicles is also included)",,,,,,,,,,,,
373.8,Manufacture of internal combustion piston engines and other parts and accessories n.e.c. for heavy motor vehicles classified in this group,,,,,,,,,,,,
374,Manufacture of motor cars and other motor vehicles principally designed for the transport of less than 10 persons (includes manufacture of racing cars and golf-cars etc.),,,,,,,,,,,,
374.1,Manufacture of motor cars,,,,,,,,,,,,
374.2,Manufacture of jeeps and station wagons,,,,,,,,,,,,
374.3,"Manufacture of special purpose motor cars This class includes manufacture of racing cars, golf-cars and similar motor vehicles)",,,,,,,,,,,,
374.8,Manufacture of internal combustion piston engines and other parts and accessories n.e.c. for motor vehicles classified in this group,,,,,,,,,,,,
375,Manufacture of motor-cycles and scooters and parts (including three-wheelers),,,,,,,,,,,,
375.1,Manufacture of motor-cycles,,,,,,,,,,,,
375.2,Manufacture of scooters and scooterettes,,,,,,,,,,,,
375.3,Manufacture of three-wheelers,,,,,,,,,,,,
375.4,Manufacture of helmets and other safety headgear,,,,,,,,,,,,
375.8,"Manufacture of internal combustion piston engines and other parts and accessories n.e.c. for motor-cycles, scooters and three-wheelers",,,,,,,,,,,,
376,"Manufacture of bicycles, cycle-rickshaws",,,,,,,,,,,,
376.1,Manufacture of bicycles,,,,,,,,,,,,
376.2,Manufacture of cycle-rickshaws,,,,,,,,,,,,
376.3,"Manufacture of children's bicycles, tricycles including perambulators",,,,,,,,,,,,
376.8,Manufacture of parts and accessories n.e.c. for bicycles and cycle-rickshaws,,,,,,,,,,,,
376.9,Manufacture of other cycles n.e.c.,,,,,,,,,,,,
377,"Manufacture of aircraft, spacecraft and their parts",,,,,,,,,,,,
377.1,Manufacture of aircraft,,,,,,,,,,,,
377.2,Manufacture of spacecraft,,,,,,,,,,,,
377.8,Manufacture of parts and accessories n.e.c. for aircraft or spacecraft,,,,,,,,,,,,
378,"Manufacture of bullock-carts, push-carts and hand-carts etc.",,,,,,,,,,,,
379,Manufacture of transport equipment and parts not elsewhere classified,,,,,,,,,,,,
379.1,"Manufacture of trailers (includes manufacture of trailers and semi-trailers of the caravan type for housing or camping and trailers and semi-trailers for transport of goods. Manufacture of self-loading or self-unloading trailers, for agricultural purposes is classified in group 350)",,,,,,,,,,,,
379.8,Manufacture of parts and accessories n.e.c. for transport equipment n.e.c.,,,,,,,,,,,,
